year,material,region,end_use,value
2041,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1051369.565
2042,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1085864.236
2043,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1121105.974
2044,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1156933.172
2045,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1193202.686
2046,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1229788.965
2047,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1266581.954
2048,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1303484.344
2049,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1340408.627
2050,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1377274.351
2051,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1414005.764
2052,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1450529.981
2053,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1486775.651
2054,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1522672.083
2055,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1558148.735
2056,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1593134.979
2057,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1627560.051
2058,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1661353.132
2059,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1694443.498
2060,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1726760.723
2061,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1758234.901
2062,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1788796.886
2063,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1818378.534
2064,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1846912.955
2065,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1874334.755
2066,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1900580.29
2067,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1925587.901
2068,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1949298.159
2069,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1971654.097
2070,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,1992601.435
2071,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2012088.799
2072,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2030067.928
2073,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2046493.876
2074,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2061325.193
2075,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2074524.103
2076,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2086184.746
2077,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2096404.979
2078,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2105285.984
2079,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2112931.647
2080,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2119447.745
2081,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2124940.943
2082,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2129517.633
2083,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2133282.647
2084,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2136337.906
2085,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2138781.056
2086,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2140704.169
2087,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2142192.573
2088,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2143323.897
2089,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2144167.366
2090,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2144783.416
2091,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2145223.62
2092,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2145530.945
2093,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2145740.278
2094,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2145879.196
2095,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2145968.882
2096,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2146025.128
2097,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2146059.342
2098,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2146079.497
2099,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2146090.977
2100,nickel,EU27,motor_vehicles_trailers_and_semi_trailers,2146097.291
1870,nickel,EU27,other_transport_equipment,47.727148
1871,nickel,EU27,other_transport_equipment,97.400794
1872,nickel,EU27,other_transport_equipment,149.091101
1873,nickel,EU27,other_transport_equipment,202.861818
1874,nickel,EU27,other_transport_equipment,258.77006
1875,nickel,EU27,other_transport_equipment,316.866123
1876,nickel,EU27,other_transport_equipment,377.193348
1877,nickel,EU27,other_transport_equipment,439.788067
1878,nickel,EU27,other_transport_equipment,504.679636
1879,nickel,EU27,other_transport_equipment,571.890584
1880,nickel,EU27,other_transport_equipment,641.436884
1881,nickel,EU27,other_transport_equipment,713.328378
1882,nickel,EU27,other_transport_equipment,787.569343
1883,nickel,EU27,other_transport_equipment,864.159241
1884,nickel,EU27,other_transport_equipment,943.093618
1885,nickel,EU27,other_transport_equipment,1024.365197
1886,nickel,EU27,other_transport_equipment,1107.965117
1887,nickel,EU27,other_transport_equipment,1193.884347
1888,nickel,EU27,other_transport_equipment,1282.115224
1889,nickel,EU27,other_transport_equipment,1372.653124
1890,nickel,EU27,other_transport_equipment,1465.498214
1891,nickel,EU27,other_transport_equipment,1560.657264
1892,nickel,EU27,other_transport_equipment,1658.145485
1893,nickel,EU27,other_transport_equipment,1757.988338
1894,nickel,EU27,other_transport_equipment,1860.223284
1895,nickel,EU27,other_transport_equipment,1964.901431
1896,nickel,EU27,other_transport_equipment,2072.08902
1897,nickel,EU27,other_transport_equipment,2181.868735
1898,nickel,EU27,other_transport_equipment,2294.340786
1899,nickel,EU27,other_transport_equipment,2409.62374
1900,nickel,EU27,other_transport_equipment,2527.855085
1901,nickel,EU27,other_transport_equipment,2649.191513
1902,nickel,EU27,other_transport_equipment,2773.808924
1903,nickel,EU27,other_transport_equipment,2901.902161
1904,nickel,EU27,other_transport_equipment,3033.684492
1905,nickel,EU27,other_transport_equipment,3169.386883
1906,nickel,EU27,other_transport_equipment,3309.257077
1907,nickel,EU27,other_transport_equipment,3453.558547
1908,nickel,EU27,other_transport_equipment,3602.569359
1909,nickel,EU27,other_transport_equipment,3756.580998
1910,nickel,EU27,other_transport_equipment,3915.897209
1911,nickel,EU27,other_transport_equipment,4080.832908
1912,nickel,EU27,other_transport_equipment,4251.713193
1913,nickel,EU27,other_transport_equipment,4428.872508
1914,nickel,EU27,other_transport_equipment,4612.653973
1915,nickel,EU27,other_transport_equipment,4803.408925
1916,nickel,EU27,other_transport_equipment,5001.496647
1917,nickel,EU27,other_transport_equipment,5207.284331
1918,nickel,EU27,other_transport_equipment,5421.14723
1919,nickel,EU27,other_transport_equipment,5643.469012
1920,nickel,EU27,other_transport_equipment,5874.642294
1921,nickel,EU27,other_transport_equipment,6115.069328
1922,nickel,EU27,other_transport_equipment,6365.162818
1923,nickel,EU27,other_transport_equipment,6625.346849
1924,nickel,EU27,other_transport_equipment,6896.057896
1925,nickel,EU27,other_transport_equipment,7177.745896
1926,nickel,EU27,other_transport_equipment,7470.875356
1927,nickel,EU27,other_transport_equipment,7775.926494
1928,nickel,EU27,other_transport_equipment,8093.396387
1929,nickel,EU27,other_transport_equipment,8423.800118
1930,nickel,EU27,other_transport_equipment,8767.671932
1931,nickel,EU27,other_transport_equipment,9125.566373
1932,nickel,EU27,other_transport_equipment,9498.059426
1933,nickel,EU27,other_transport_equipment,9885.74965
1934,nickel,EU27,other_transport_equipment,10289.25931
1935,nickel,EU27,other_transport_equipment,10709.23554
1936,nickel,EU27,other_transport_equipment,11146.35145
1937,nickel,EU27,other_transport_equipment,11601.30733
1938,nickel,EU27,other_transport_equipment,12074.83185
1939,nickel,EU27,other_transport_equipment,12567.68326
1940,nickel,EU27,other_transport_equipment,13080.65062
1941,nickel,EU27,other_transport_equipment,13614.55516
1942,nickel,EU27,other_transport_equipment,14170.25156
1943,nickel,EU27,other_transport_equipment,14748.62933
1944,nickel,EU27,other_transport_equipment,15350.61429
1945,nickel,EU27,other_transport_equipment,15977.17003
1946,nickel,EU27,other_transport_equipment,16629.29945
1947,nickel,EU27,other_transport_equipment,17308.04639
1948,nickel,EU27,other_transport_equipment,18014.49727
1949,nickel,EU27,other_transport_equipment,18749.78288
1950,nickel,EU27,other_transport_equipment,19515.08014
1951,nickel,EU27,other_transport_equipment,20311.61403
1952,nickel,EU27,other_transport_equipment,21140.6595
1953,nickel,EU27,other_transport_equipment,22003.54356
1954,nickel,EU27,other_transport_equipment,22901.64738
1955,nickel,EU27,other_transport_equipment,23836.4085
1956,nickel,EU27,other_transport_equipment,24809.32313
1957,nickel,EU27,other_transport_equipment,25821.94856
1958,nickel,EU27,other_transport_equipment,26875.90565
1959,nickel,EU27,other_transport_equipment,27972.88139
1960,nickel,EU27,other_transport_equipment,29114.63165
1961,nickel,EU27,other_transport_equipment,30302.98396
1962,nickel,EU27,other_transport_equipment,31539.84045
1963,nickel,EU27,other_transport_equipment,32827.18088
1964,nickel,EU27,other_transport_equipment,34167.06581
1965,nickel,EU27,other_transport_equipment,35561.63993
1966,nickel,EU27,other_transport_equipment,37013.13543
1967,nickel,EU27,other_transport_equipment,38523.87565
1968,nickel,EU27,other_transport_equipment,40096.27874
1969,nickel,EU27,other_transport_equipment,41732.86155
1970,nickel,EU27,other_transport_equipment,43436.24365
1971,nickel,EU27,other_transport_equipment,45209.15156
1972,nickel,EU27,other_transport_equipment,47054.42305
1973,nickel,EU27,other_transport_equipment,48975.01174
1974,nickel,EU27,other_transport_equipment,50973.99182
1975,nickel,EU27,other_transport_equipment,53054.56291
1976,nickel,EU27,other_transport_equipment,55220.05527
1977,nickel,EU27,other_transport_equipment,57473.93508
1978,nickel,EU27,other_transport_equipment,59819.80998
1979,nickel,EU27,other_transport_equipment,62261.43488
1980,nickel,EU27,other_transport_equipment,64802.71794
1981,nickel,EU27,other_transport_equipment,67447.72683
1982,nickel,EU27,other_transport_equipment,70200.69527
1983,nickel,EU27,other_transport_equipment,73066.02977
1984,nickel,EU27,other_transport_equipment,76048.3167
1985,nickel,EU27,other_transport_equipment,79152.32963
1986,nickel,EU27,other_transport_equipment,82383.03696
1987,nickel,EU27,other_transport_equipment,85745.6099
1988,nickel,EU27,other_transport_equipment,89245.43071
1989,nickel,EU27,other_transport_equipment,92888.10135
1990,nickel,EU27,other_transport_equipment,96679.45243
1991,nickel,EU27,other_transport_equipment,100625.5525
1992,nickel,EU27,other_transport_equipment,104732.7179
1993,nickel,EU27,other_transport_equipment,109007.5227
1994,nickel,EU27,other_transport_equipment,113456.8094
1995,nickel,EU27,other_transport_equipment,118087.6996
1996,nickel,EU27,other_transport_equipment,122272.5379
1997,nickel,EU27,other_transport_equipment,127004.0102
1998,nickel,EU27,other_transport_equipment,131585.3691
1999,nickel,EU27,other_transport_equipment,136627.7138
2000,nickel,EU27,other_transport_equipment,141956.005
2001,nickel,EU27,other_transport_equipment,146775.1645
2002,nickel,EU27,other_transport_equipment,151489.9919
2003,nickel,EU27,other_transport_equipment,155798.6523
2004,nickel,EU27,other_transport_equipment,159705.0767
2005,nickel,EU27,other_transport_equipment,163079.1796
2006,nickel,EU27,other_transport_equipment,166515.1466
2007,nickel,EU27,other_transport_equipment,168895.4338
2008,nickel,EU27,other_transport_equipment,170386.7693
2009,nickel,EU27,other_transport_equipment,171059.7041
2010,nickel,EU27,other_transport_equipment,172124.2185
2011,nickel,EU27,other_transport_equipment,173027.1359
2012,nickel,EU27,other_transport_equipment,173811.6218
2013,nickel,EU27,other_transport_equipment,174555.052
2014,nickel,EU27,other_transport_equipment,175193.0195
2015,nickel,EU27,other_transport_equipment,175455.1978
2016,nickel,EU27,other_transport_equipment,175784.0514
2017,nickel,EU27,other_transport_equipment,176199.1572
2018,nickel,EU27,other_transport_equipment,176812.4363
2019,nickel,EU27,other_transport_equipment,177374.8622
2020,nickel,EU27,other_transport_equipment,177758.0357
2021,nickel,EU27,other_transport_equipment,179038.5962
2022,nickel,EU27,other_transport_equipment,180755.7544
2023,nickel,EU27,other_transport_equipment,182271.549
2024,nickel,EU27,other_transport_equipment,184045.8566
2025,nickel,EU27,other_transport_equipment,186096.1338
2026,nickel,EU27,other_transport_equipment,188439.2887
2027,nickel,EU27,other_transport_equipment,191091.441
2028,nickel,EU27,other_transport_equipment,194067.6831
2029,nickel,EU27,other_transport_equipment,197381.847
2030,nickel,EU27,other_transport_equipment,201046.282
2031,nickel,EU27,other_transport_equipment,205071.6472
2032,nickel,EU27,other_transport_equipment,209466.725
2033,nickel,EU27,other_transport_equipment,214238.2585
2034,nickel,EU27,other_transport_equipment,219390.8183
2035,nickel,EU27,other_transport_equipment,224926.6995
2036,nickel,EU27,other_transport_equipment,230845.8539
2037,nickel,EU27,other_transport_equipment,237145.8569
2038,nickel,EU27,other_transport_equipment,243821.9098
2039,nickel,EU27,other_transport_equipment,250866.8783
2040,nickel,EU27,other_transport_equipment,258271.3628
2041,nickel,EU27,other_transport_equipment,266023.801
2042,nickel,EU27,other_transport_equipment,274110.5967
2043,nickel,EU27,other_transport_equipment,282516.272
2044,nickel,EU27,other_transport_equipment,291223.638
2045,nickel,EU27,other_transport_equipment,300213.9782
2046,nickel,EU27,other_transport_equipment,309467.2404
2047,nickel,EU27,other_transport_equipment,318962.2309
2048,nickel,EU27,other_transport_equipment,328676.8068
2049,nickel,EU27,other_transport_equipment,338588.0618
2050,nickel,EU27,other_transport_equipment,348672.5017
2051,nickel,EU27,other_transport_equipment,358906.2065
2052,nickel,EU27,other_transport_equipment,369264.9767
2053,nickel,EU27,other_transport_equipment,379724.4625
2054,nickel,EU27,other_transport_equipment,390260.2752
2055,nickel,EU27,other_transport_equipment,400848.081
2056,nickel,EU27,other_transport_equipment,411463.678
2057,nickel,EU27,other_transport_equipment,422083.0572
2058,nickel,EU27,other_transport_equipment,432682.4504
2059,nickel,EU27,other_transport_equipment,443238.366
2060,nickel,EU27,other_transport_equipment,453727.6159
2061,nickel,EU27,other_transport_equipment,464127.3349
2062,nickel,EU27,other_transport_equipment,474414.9957
2063,nickel,EU27,other_transport_equipment,484568.421
2064,nickel,EU27,other_transport_equipment,494565.7951
2065,nickel,EU27,other_transport_equipment,504385.676
2066,nickel,EU27,other_transport_equipment,514007.0095
2067,nickel,EU27,other_transport_equipment,523409.1465
2068,nickel,EU27,other_transport_equipment,532571.864
2069,nickel,EU27,other_transport_equipment,541475.3897
2070,nickel,EU27,other_transport_equipment,550100.4308
2071,nickel,EU27,other_transport_equipment,558428.2068
2072,nickel,EU27,other_transport_equipment,566440.4858
2073,nickel,EU27,other_transport_equipment,574119.6237
2074,nickel,EU27,other_transport_equipment,581448.6063
2075,nickel,EU27,other_transport_equipment,588411.0933
2076,nickel,EU27,other_transport_equipment,595011.8769
2077,nickel,EU27,other_transport_equipment,601256.4782
2078,nickel,EU27,other_transport_equipment,607151.1352
2079,nickel,EU27,other_transport_equipment,612702.7879
2080,nickel,EU27,other_transport_equipment,617919.0577
2081,nickel,EU27,other_transport_equipment,622808.2222
2082,nickel,EU27,other_transport_equipment,627379.1859
2083,nickel,EU27,other_transport_equipment,631641.4441
2084,nickel,EU27,other_transport_equipment,635605.0433
2085,nickel,EU27,other_transport_equipment,639280.5359
2086,nickel,EU27,other_transport_equipment,642678.9299
2087,nickel,EU27,other_transport_equipment,645811.635
2088,nickel,EU27,other_transport_equipment,648690.404
2089,nickel,EU27,other_transport_equipment,651327.271
2090,nickel,EU27,other_transport_equipment,653734.4863
2091,nickel,EU27,other_transport_equipment,655924.4497
2092,nickel,EU27,other_transport_equipment,657909.6417
2093,nickel,EU27,other_transport_equipment,659702.5542
2094,nickel,EU27,other_transport_equipment,661315.6211
2095,nickel,EU27,other_transport_equipment,662761.1502
2096,nickel,EU27,other_transport_equipment,664051.2569
2097,nickel,EU27,other_transport_equipment,665197.8002
2098,nickel,EU27,other_transport_equipment,666212.3231
2099,nickel,EU27,other_transport_equipment,667105.9968
2100,nickel,EU27,other_transport_equipment,667889.5701
1870,nickel,EU27,products_nec,389.328984
1871,nickel,EU27,products_nec,793.892362
1872,nickel,EU27,products_nec,1210.403336
1873,nickel,EU27,products_nec,1631.791997
1874,nickel,EU27,products_nec,2047.859769
1875,nickel,EU27,products_nec,2446.71926
1876,nickel,EU27,products_nec,2816.969402
1877,nickel,EU27,products_nec,3150.163228
1878,nickel,EU27,products_nec,3442.801265
1879,nickel,EU27,products_nec,3697.06917
1880,nickel,EU27,products_nec,3919.961455
1881,nickel,EU27,products_nec,4121.136104
1882,nickel,EU27,products_nec,4310.414133
